Current,Next,Count,Total_Out,Probability
ERICKSON_RATIFICATION,ERICKSON_TRUISM_QUESTION,1,11,0.09090909090909091
ERICKSON_RATIFICATION,ERICKSON_UNCONSCIOUS_RESOURCE,1,11,0.09090909090909091
ERICKSON_RATIFICATION,ERICKSON_UTILIZATION_OWNERSHIP,1,11,0.09090909090909091
ERICKSON_RATIFICATION,ERICKSON_UTILIZATION_REFRAMING,1,11,0.09090909090909091
ERICKSON_RATIFICATION_AND_CHALLENGE,ERICKSON_DIRECT_ASSERTION,1,2,0.5
ERICKSON_RATIFICATION_AND_CHALLENGE,ERICKSON_FORGETTING_UTILIZATION,1,2,0.5
ERICKSON_RATIFICATION_AND_FUTURE_PACING,ERICKSON_FUTURE_PACING_REINFORCEMENT,1,1,1.0
ERICKSON_RATIFICATION_AND_INQUIRY,ERICKSON_PACING_AND_OPEN_INQUIRY,1,1,1.0
ERICKSON_RATIFICATION_CERTAINTY,ERICKSON_PRESUPPOSITION_OF_UNCONSCIOUS_KNOWLEDGE,1,1,1.0
ERICKSON_RATIFICATION_COMMITMENT,ERICKSON_DIRECT_COMMAND_SPECIFICITY,1,1,1.0
ERICKSON_RATIFICATION_IMR,ERICKSON_RATIFICATION_IF_THEN,1,1,1.0
ERICKSON_RATIFICATION_INDIRECT_SUGGESTION,ERICKSON_CHALLENGE_GENERALIZATION,1,1,1.0
ERICKSON_RATIFICATION_LOGIC,ERICKSON_DOUBLE_BIND_AMNESIA,1,2,0.5
ERICKSON_RATIFICATION_LOGIC,ERICKSON_TRUISM_NORMALIZATION,1,2,0.5
ERICKSON_RATIFICATION_OF_CHANGE,ERICKSON_SPECIFIC_INQUIRY,1,1,1.0
ERICKSON_RATIFICATION_OF_TRANCE,ERICKSON_STRATEGIC_NON_VERIFIABILITY,1,1,1.0
ERICKSON_RATIFICATION_PHYSIOLOGY,ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,1,2,0.5
ERICKSON_RATIFICATION_PHYSIOLOGY,ERICKSON_RATIFICATION_PHYSIOLOGY,1,2,0.5
ERICKSON_RATIFICATION_PRESUPPOSITION,ERICKSON_INDIRECT_SUGGESTION,1,2,0.5
ERICKSON_RATIFICATION_PRESUPPOSITION,ERICKSON_RATIFICATION_PRESUPPOSITION,1,2,0.5
ERICKSON_RATIFICATION_TAG,ERICKSON_TIME_DISTORTION_VALIDATION,1,1,1.0
ERICKSON_RATIFICATION_TAG_QUESTION,ERICKSON_IDEOMOTOR_CONDITIONING,1,1,1.0
ERICKSON_RATIFICATION_TOOL,ERICKSON_RATIFICATION_TRUISM,1,1,1.0
ERICKSON_RATIFICATION_TRUISM,ERICKSON_PACING_AND_PRESUPPOSITION,1,2,0.5
ERICKSON_RATIFICATION_TRUISM,ERICKSON_UTILIZATION_DOUBLEBIND,1,2,0.5
ERICKSON_RATIFICATION_UTILIZATION,ERICKSON_DOUBLE_BIND_IDEOMOTOR,1,3,0.3333333333333333
ERICKSON_RATIFICATION_UTILIZATION,ERICKSON_NEGATIVE_COMMAND_PRESUPPOSITION,1,3,0.3333333333333333
ERICKSON_RATIFICATION_UTILIZATION,ERICKSON_TRUISM,1,3,0.3333333333333333
ERICKSON_REALISM_TRUISM,ERICKSON_DIRECT_COMPLIANCE,1,1,1.0
ERICKSON_REALITY_CONSTRUCTION,ERICKSON_TRUISM_AND_INQUIRY,1,1,1.0
ERICKSON_REALITY_ORIENTATION_REFRAMING,ERICKSON_UTILIZATION_EXPERIENCE,1,1,1.0
ERICKSON_REALITY_PACING,ERICKSON_REFRAMING,1,1,1.0
ERICKSON_REALITY_REDEFINITION,ERICKSON_TRUISM_UTILIZATION,1,1,1.0
ERICKSON_REALITY_TESTING,ERICKSON_OBSERVATIONAL_TRUISM_AND_UTILIZATION,1,2,0.5
ERICKSON_REALITY_TESTING,ERICKSON_PACING_AND_BRIDGE,1,2,0.5
ERICKSON_REALITY_UTILIZATION,ERICKSON_FUTURE_ORIENTATION,1,1,1.0
ERICKSON_REASSOCIATION_TRUISM,ERICKSON_UTILIZATION_THREAT,1,1,1.0
ERICKSON_REASSURANCE_AND_REDIRECTION,ERICKSON_LOGICAL_TRAP,1,1,1.0
ERICKSON_REASSURANCE_TRUISM,ERICKSON_PERMISSIVE_TAG,1,1,1.0
ERICKSON_REASSURANCE_UTILIZATION,ERICKSON_INTEGRATION_DIRECTIVE,1,1,1.0
ERICKSON_RECAPITULATION_UTILIZATION,ERICKSON_UTILIZATION_REFRAME,1,1,1.0
ERICKSON_RECASTING_DREAM,ERICKSON_RECASTING_TECHNIQUE,1,1,1.0
ERICKSON_RECASTING_TECHNIQUE,ERICKSON_REFRAMING_AND_METAPHOR,1,1,1.0
ERICKSON_RECIPROCAL_AFFECT,ERICKSON_MINIMALISM_AUTONOMY,1,1,1.0
ERICKSON_RECIPROCITY_MODELING,ERICKSON_INDIRECT_COMMUNICATION,1,1,1.0
ERICKSON_RECURSIVE_AWARENESS,ERICKSON_PATTERN_INTERRUPT,1,1,1.0
ERICKSON_REDEFINITION,ERICKSON_INDIRECT_ANALGESIA_DISTRACTION,1,5,0.2
ERICKSON_REDEFINITION,ERICKSON_PRAGMATIC_TRUISM,1,5,0.2
ERICKSON_REDEFINITION,ERICKSON_PROCESS_UTILIZATION,1,5,0.2
ERICKSON_REDEFINITION,ERICKSON_REFRAMING,1,5,0.2
ERICKSON_REDEFINITION,ERICKSON_REFRAMING_UTILIZATION,1,5,0.2
ERICKSON_REDEFINITION_AND_UTILIZATION,ERICKSON_INDIRECT_PRESUPPOSITION,1,1,1.0
ERICKSON_REDEFINITION_NEGATION,ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,1,2,0.5
ERICKSON_REDEFINITION_NEGATION,ERICKSON_INDIRECT_SUGGESTION_META,1,2,0.5
ERICKSON_REDEFINITION_TRUISM,ERICKSON_VALIDATION,1,1,1.0
ERICKSON_REDEFINITION_UTILIZATION,ERICKSON_TIME_DISTORTION,1,1,1.0
ERICKSON_REDIRECTION,ERICKSON_DIRECT_FOCUS,1,1,1.0
ERICKSON_REDIRECTION_HALLUCINATION,ERICKSON_TEMPORAL_CONFUSION,1,1,1.0
ERICKSON_REDIRECTION_OF_ATTENTION,ERICKSON_IDEOMOTOR_LINKING,1,1,1.0
ERICKSON_REDIRECTION_TO_PROCESS,ERICKSON_PRESUPPOSITION_OF_CHANGE,1,1,1.0
ERICKSON_REDIRECTION_UTILIZATION,ERICKSON_UTILIZATION_SOFT_ASSERTION,1,1,1.0
ERICKSON_REDUCTIO_AD_ABSURDUM,ERICKSON_AUTHORITY_REFRAMING,1,2,0.5
ERICKSON_REDUCTIO_AD_ABSURDUM,ERICKSON_UTILIZATION_AND_INDIRECT_SUGGESTION,1,2,0.5
ERICKSON_REFRAME_AMBIGUITY,ERICKSON_UTILIZATION,1,1,1.0
ERICKSON_REFRAME_INDIVIDUALITY,ERICKSON_VALIDATION_PACING,1,1,1.0
ERICKSON_REFRAME_LIMITATION,ERICKSON_TEMPORAL_LINKING,1,1,1.0
ERICKSON_REFRAME_MINDREADING,ERICKSON_CONFUSION_TECHNIQUE,1,1,1.0
ERICKSON_REFRAME_PHYSIOLOGICAL,ERICKSON_PRESUPPOSITION_UNCONSCIOUS,1,1,1.0
ERICKSON_REFRAME_TRUISM,ERICKSON_EMBEDDED_COMMAND_AND_CHOICE,1,2,0.5
ERICKSON_REFRAME_TRUISM,ERICKSON_SEMANTIC_EXPANSION,1,2,0.5
ERICKSON_REFRAME_UTILIZATION,ERICKSON_POST_HYPNOTIC_TASK,1,1,1.0
ERICKSON_REFRAMING,ERICKSON_ANALOGY_DISTRACTION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_COVERING_ALL_POSSIBILITIES,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_DEVELOPMENTAL_METAPHOR,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_DIRECT_UNCONSCIOUS_SUGGESTION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_DOUBLE_BIND_UTILIZATION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_HIGH_STAKES_NEGOTIATION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_IDEOMOTOR_SIGNALING,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_INDIRECT_SUGGESTION,2,38,0.05263157894736842
ERICKSON_REFRAMING,ERICKSON_INTERPERSONAL_CONNECTION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_OBSERVATION_SYMBOLISM,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_PACING_AND_VALIDATION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_PACING_TRUISM,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_PERMISSIVE_IGNORANCE,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_PERMISSIVE_INTERROGATIVE,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_POSTHYPNOTIC_SUGGESTION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_PRESENT_FOCUS,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_REDEFINITION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_REFRAMING_AND_INTERRUPT,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_REFRAMING_RESISTANCE,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_REFRAMING_UTILIZATION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_REINFORCEMENT_TRUISM,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_RHETORICAL_INQUIRY,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_SENSORY_FOCUS,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_SENSORY_RECALL_INQUIRY,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_STRATEGIC_AMBIGUITY,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_SURPRISE_DEPOTENTIATION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_SYSTEMIC_PRECONDITION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_TDS_PROMPT,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_THERAPEUTIC_CAUTION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_TRUISM_REINFORCEMENT,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_TRUISM_RHETORICAL,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_TRUISM_VALIDATION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_UTILIZATION_AND_CONFIRMATION,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_UTILIZATION_OF_RESISTANCE,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_UTILIZATION_REFRAME,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_UTILIZATION_REFRAMING,1,38,0.02631578947368421
ERICKSON_REFRAMING,ERICKSON_VALIDATION_QUOTATION,1,38,0.02631578947368421
ERICKSON_REFRAMING_ABSURDITY,ERICKSON_FUTURE_PACING_REFRAME,1,1,1.0
ERICKSON_REFRAMING_AGE,ERICKSON_FRAME_SHIFTING,1,1,1.0
ERICKSON_REFRAMING_AMNESIA,ERICKSON_INDIRECT_SUGGESTION,1,2,0.5
ERICKSON_REFRAMING_AMNESIA,ERICKSON_REFRAMING_OBSERVATION,1,2,0.5
ERICKSON_REFRAMING_ANALOGY,ERICKSON_ANECDOTE_DISSOCIATION,1,7,0.14285714285714285
ERICKSON_REFRAMING_ANALOGY,ERICKSON_COLLOQUIAL_SIMPLICITY,1,7,0.14285714285714285
ERICKSON_REFRAMING_ANALOGY,ERICKSON_PERMISSIVE_INQUIRY,1,7,0.14285714285714285
ERICKSON_REFRAMING_ANALOGY,ERICKSON_UTILIZATION_AND_PERMISSIVE_INDUCTION,1,7,0.14285714285714285
ERICKSON_REFRAMING_ANALOGY,ERICKSON_UTILIZATION_NORMALIZATION,1,7,0.14285714285714285
ERICKSON_REFRAMING_ANALOGY,ERICKSON_UTILIZATION_REFRAMING,1,7,0.14285714285714285
ERICKSON_REFRAMING_ANALOGY,ERICKSON_YES_SET_PACING,1,7,0.14285714285714285
ERICKSON_REFRAMING_AND_AGREEMENT,ERICKSON_PRESUPPOSITION_POSTHYPNOTIC,1,1,1.0
ERICKSON_REFRAMING_AND_BOUNDARIES,ERICKSON_REFRAMING_AND_BOUNDARY_SETTING,1,1,1.0
ERICKSON_REFRAMING_AND_BOUNDARY_SETTING,ERICKSON_UTILIZATION_OF_REALITY,1,1,1.0
ERICKSON_REFRAMING_AND_DETACHMENT,ERICKSON_OPEN_INQUIRY,1,1,1.0
ERICKSON_REFRAMING_AND_DIFFERENTIATION,ERICKSON_REFRAMING,1,1,1.0
ERICKSON_REFRAMING_AND_DISCOVERY,ERICKSON_METAPHOR_ANALOGY,1,1,1.0
ERICKSON_REFRAMING_AND_DISSOCIATION,ERICKSON_REFRAMING_UTILIZATION,1,1,1.0
ERICKSON_REFRAMING_AND_IDENTITY,ERICKSON_REFRAMING_IDENTITY,1,1,1.0
ERICKSON_REFRAMING_AND_IDEOMOTOR,ERICKSON_DIRECT_MOTOR_SUGGESTION,1,1,1.0
ERICKSON_REFRAMING_AND_INDIRECT_SUGGESTION,ERICKSON_PERMISSIVE_SUGGESTION,1,3,0.3333333333333333
ERICKSON_REFRAMING_AND_INDIRECT_SUGGESTION,ERICKSON_PROVOCATIVE_CHALLENGE,1,3,0.3333333333333333
ERICKSON_REFRAMING_AND_INDIRECT_SUGGESTION,ERICKSON_UTILIZATION_PARADOX,1,3,0.3333333333333333
ERICKSON_REFRAMING_AND_INTEGRATION,ERICKSON_BODY_IMAGE_DIAGNOSIS,1,1,1.0
ERICKSON_REFRAMING_AND_INTERRUPT,ERICKSON_UTILIZATION_REFRAME,1,1,1.0
ERICKSON_REFRAMING_AND_LOGICAL_LINKING,ERICKSON_INCREMENTAL_REDUCTION,1,1,1.0
ERICKSON_REFRAMING_AND_METAPHOR,ERICKSON_ANECDOTAL_ASSESSMENT,1,2,0.5
ERICKSON_REFRAMING_AND_METAPHOR,ERICKSON_SPECIFIC_UTILIZATION,1,2,0.5
ERICKSON_REFRAMING_AND_META_AWARENESS,ERICKSON_REFRAMING_IDENTIFICATION,1,1,1.0
ERICKSON_REFRAMING_AND_META_COMMENTARY,ERICKSON_UTILIZATION_GENERALIZATION,1,1,1.0
ERICKSON_REFRAMING_AND_MINIMIZATION,ERICKSON_INDIRECT_ANECDOTE,1,1,1.0
ERICKSON_REFRAMING_AND_PACING,ERICKSON_AGE_REGRESSION_TRUISM,1,4,0.25
ERICKSON_REFRAMING_AND_PACING,ERICKSON_DOUBLE_BIND_REFRAMING,1,4,0.25
ERICKSON_REFRAMING_AND_PACING,ERICKSON_UTILIZATION_PACING,1,4,0.25
ERICKSON_REFRAMING_AND_PACING,ERICKSON_UTILIZATION_QUERY,1,4,0.25
ERICKSON_REFRAMING_AND_PARADOX,ERICKSON_OPEN_ENDED_CURIOSITY,1,1,1.0
ERICKSON_REFRAMING_AND_PARALLELISM,ERICKSON_UTILIZATION_INQUIRY,1,1,1.0
ERICKSON_REFRAMING_AND_PATTERN_INTERRUPT,ERICKSON_STRATEGIC_DIAGNOSIS,1,1,1.0
ERICKSON_REFRAMING_AND_PATTERN_INTERRUPTION,ERICKSON_PACING_AND_VALIDATION,1,1,1.0
ERICKSON_REFRAMING_AND_PERMISSIVE_LABELING,ERICKSON_DIRECT_COMMAND,1,1,1.0
ERICKSON_REFRAMING_AND_PERSPECTIVE_SHIFT,ERICKSON_REFRAMING_VALIDATION,1,1,1.0
ERICKSON_REFRAMING_AND_POST_HYPNOTIC_SUGGESTION,ERICKSON_DIRECTIVE_TASKING,1,1,1.0
ERICKSON_REFRAMING_AND_PRESUPPOSITION,ERICKSON_PATTERN_INTERRUPTION_REFRAMING,1,1,1.0
ERICKSON_REFRAMING_AND_RAPPORT,ERICKSON_HYPNOTIC_RECALL_REGRESSION,1,1,1.0
ERICKSON_REFRAMING_AND_REDEFINITION,ERICKSON_TRUISM_AND_PACING,1,1,1.0
ERICKSON_REFRAMING_AND_RHETORICAL_QUESTION,ERICKSON_SYMPTOM_BRIDGE,1,1,1.0
ERICKSON_REFRAMING_AND_TRUISM,ERICKSON_ASSOCIATIVE_RECALL,1,2,0.5
ERICKSON_REFRAMING_AND_TRUISM,ERICKSON_REFRAMING_ANECDOTE,1,2,0.5
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_DIRECT_SUGGESTION,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_ELICITATION_OF_EXPECTATION,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_LOGICAL_BRIDGE,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_METAPHOR_AUTONOMY,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_POST_HYPNOTIC_SUGGESTION,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_REFRAMING_UTILIZATION,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_TIME_DISTORTION,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_TRUISM_UTILIZATION,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_UNCONSCIOUS_UTILIZATION,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_UTILIZATION_AND_INCREMENTALISM,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_UTILIZATION,ERICKSON_UTILIZATION_TRUISM,1,11,0.09090909090909091
ERICKSON_REFRAMING_AND_VALIDATION,ERICKSON_DIRECT_CHALLENGE,1,1,1.0
ERICKSON_REFRAMING_ANECDOTE,ERICKSON_ACCEPTANCE_UTILIZATION,1,4,0.25
ERICKSON_REFRAMING_ANECDOTE,ERICKSON_PACING_AND_REFRAMING,1,4,0.25
ERICKSON_REFRAMING_ANECDOTE,ERICKSON_REFRAMING_RESILIENCE,1,4,0.25
ERICKSON_REFRAMING_ANECDOTE,ERICKSON_UTILIZATION_METAPHOR,1,4,0.25
ERICKSON_REFRAMING_AUTHORITY,ERICKSON_DIRECT_SUGGESTION,1,3,0.3333333333333333
ERICKSON_REFRAMING_AUTHORITY,ERICKSON_REORIENTATION,1,3,0.3333333333333333
ERICKSON_REFRAMING_AUTHORITY,ERICKSON_UTILIZATION_OF_PAST_FAILURE,1,3,0.3333333333333333
ERICKSON_REFRAMING_AUTONOMY,ERICKSON_PRESUPPOSITION_DOUBLEBIND,1,1,1.0
ERICKSON_REFRAMING_BIND,ERICKSON_REFRAMING_AND_UTILIZATION,1,1,1.0
ERICKSON_REFRAMING_BYPASS,ERICKSON_PERSPECTIVE_SHIFT,1,1,1.0
ERICKSON_REFRAMING_BY_QUESTIONING,ERICKSON_METAPHOR_ANALOGY,1,1,1.0
ERICKSON_REFRAMING_CAPABILITY,ERICKSON_SELECTIVE_ATTENTION,1,1,1.0
ERICKSON_REFRAMING_CHALLENGE,ERICKSON_TRUISM_IGNORANCE,1,1,1.0
ERICKSON_REFRAMING_CHOICE,ERICKSON_PARADOXICAL_INTENTION,1,1,1.0
ERICKSON_REFRAMING_COMMUNICATION,ERICKSON_UTILIZATION_REFRAMING,1,1,1.0
ERICKSON_REFRAMING_CONFRONTATION,ERICKSON_PACING_AND_VALIDATION,1,1,1.0
ERICKSON_REFRAMING_CONFUSION,ERICKSON_UTILIZATION_RELATIONSHIP,1,1,1.0
ERICKSON_REFRAMING_CONSCIOUS_LIMIT,ERICKSON_PACING_AND_VALIDATION,1,1,1.0
ERICKSON_REFRAMING_CONTEXT,ERICKSON_ANECDOTE_UTILIZATION,1,1,1.0
ERICKSON_REFRAMING_CONTRAST,ERICKSON_UTILIZATION_PACING,1,1,1.0
ERICKSON_REFRAMING_CONTROL,ERICKSON_AWAKENING_DIRECTIVE,1,3,0.3333333333333333
ERICKSON_REFRAMING_CONTROL,ERICKSON_INDIRECT_SUGGESTION_UTILIZATION,1,3,0.3333333333333333
ERICKSON_REFRAMING_CONTROL,ERICKSON_VALIDATION_FRAMEWORK,1,3,0.3333333333333333
ERICKSON_REFRAMING_CRITIQUE,ERICKSON_DEVELOPMENTAL_METAPHOR,1,2,0.5
ERICKSON_REFRAMING_CRITIQUE,ERICKSON_REDUCTIO_AD_ABSURDUM,1,2,0.5
ERICKSON_REFRAMING_DEFENSE,ERICKSON_METAPHOR_ANALOGY,1,1,1.0
ERICKSON_REFRAMING_DEPERSONALIZATION,ERICKSON_PROFESSIONAL_AUTHORITY,1,1,1.0
ERICKSON_REFRAMING_DEVELOPMENTAL,ERICKSON_UTILIZATION_PACING,1,1,1.0
ERICKSON_REFRAMING_DISCOVERY,ERICKSON_CHALLENGE_LOGIC,1,1,1.0
ERICKSON_REFRAMING_DISPLACEMENT,ERICKSON_PRESUPPOSITION_OF_CHANGE,1,1,1.0
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_CONFUSION_AGE_REGRESSION,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_DISSOCIATION_PERSONIFICATION,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_INDIRECT_INQUIRY,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_PACING_AND_VALIDATION,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_PACING_RESISTANCE,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_PERMISSION_PROTECTION,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_REFRAMING,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_REFRAMING_AND_DISCOVERY,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_REFRAMING_META,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_TRUISM_PERMISSIVE,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISSOCIATION,ERICKSON_VALIDATION_LOGIC,1,11,0.09090909090909091
ERICKSON_REFRAMING_DISTINCTION,ERICKSON_CULTURAL_METAPHOR,1,5,0.2
ERICKSON_REFRAMING_DISTINCTION,ERICKSON_DISSOCIATION,1,5,0.2
ERICKSON_REFRAMING_DISTINCTION,ERICKSON_TRUISM_PARADOX,2,5,0.4
ERICKSON_REFRAMING_DISTINCTION,ERICKSON_UTILIZATION_REFRAME,1,5,0.2
ERICKSON_REFRAMING_DYNAMICS,ERICKSON_REFRAMING_RESISTANCE,1,2,0.5
ERICKSON_REFRAMING_DYNAMICS,ERICKSON_UTILIZATION_REFRAMING,1,2,0.5
ERICKSON_REFRAMING_EMPOWERMENT,ERICKSON_REFRAMING_HUMOR,1,2,0.5
ERICKSON_REFRAMING_EMPOWERMENT,ERICKSON_UTILIZATION_ATTENTION,1,2,0.5
ERICKSON_REFRAMING_EXTERNALIZATION,ERICKSON_UTILIZATION_REFRAMING,1,1,1.0
ERICKSON_REFRAMING_FACT,ERICKSON_AUTHORITATIVE_MINIMALISM,1,1,1.0
ERICKSON_REFRAMING_FLUX,ERICKSON_DISSOCIATION_PERMISSIVE,1,1,1.0
ERICKSON_REFRAMING_FOCUS,ERICKSON_CHALLENGE_INSIGHT,1,2,0.5
ERICKSON_REFRAMING_FOCUS,ERICKSON_TRANSITIONAL_CLOSURE,1,2,0.5
ERICKSON_REFRAMING_FUTURE_ANCHOR,ERICKSON_UTILIZATION_STRATEGY,1,1,1.0
ERICKSON_REFRAMING_FUTURE_ORIENTATION,ERICKSON_STRATEGIC_IGNORANCE,1,1,1.0
ERICKSON_REFRAMING_FUTURE_PACING,ERICKSON_PACING_AND_FRAMING,1,1,1.0
ERICKSON_REFRAMING_GOAL,ERICKSON_GRADUAL_APPROXIMATION,1,2,0.5
ERICKSON_REFRAMING_GOAL,ERICKSON_RECAPITULATION_UTILIZATION,1,2,0.5
ERICKSON_REFRAMING_GOAL_ALIGNMENT,ERICKSON_UTILIZATION_AND_REDIRECTION,1,1,1.0
ERICKSON_REFRAMING_HOLISM,ERICKSON_YES_SET_PACING,1,1,1.0
ERICKSON_REFRAMING_HUMOR,ERICKSON_DOUBLE_BIND_CHOICE,1,2,0.5
ERICKSON_REFRAMING_HUMOR,ERICKSON_PARADOXICAL_REFRAMING,1,2,0.5
ERICKSON_REFRAMING_IDENTIFICATION,ERICKSON_PERMISSIVE_SUGGESTION,1,1,1.0
ERICKSON_REFRAMING_IDENTITY,ERICKSON_IDENTITY_REFRAMING,1,3,0.3333333333333333
ERICKSON_REFRAMING_IDENTITY,ERICKSON_REFRAMING_TASK,2,3,0.6666666666666666
ERICKSON_REFRAMING_IMPLICATION,ERICKSON_INDIRECT_SUGGESTION_AND_AVOIDANCE,1,2,0.5
ERICKSON_REFRAMING_IMPLICATION,ERICKSON_PACING_AND_VALIDATION,1,2,0.5
ERICKSON_REFRAMING_INDIRECT,ERICKSON_METAPHOR_REFRAMING,1,1,1.0
ERICKSON_REFRAMING_INTERPERSONAL,ERICKSON_REFRAMING_DISTINCTION,1,1,1.0
ERICKSON_REFRAMING_INTERRUPTION,ERICKSON_TEMPORAL_DISPLACEMENT,1,1,1.0
ERICKSON_REFRAMING_LABEL,ERICKSON_REFRAMING,1,1,1.0
ERICKSON_REFRAMING_LEARNING,ERICKSON_OBSERVATIONAL_ACUITY,1,3,0.3333333333333333
ERICKSON_REFRAMING_LEARNING,ERICKSON_REFRAMING_UTILIZATION,1,3,0.3333333333333333
ERICKSON_REFRAMING_LEARNING,ERICKSON_STRATEGIC_INTERVENTION,1,3,0.3333333333333333
ERICKSON_REFRAMING_LOGIC,ERICKSON_INDIVIDUALIZATION,1,4,0.25
ERICKSON_REFRAMING_LOGIC,ERICKSON_PACING_AND_OBSERVATION,1,4,0.25
ERICKSON_REFRAMING_LOGIC,ERICKSON_REFRAMING_UTILIZATION,1,4,0.25
ERICKSON_REFRAMING_LOGIC,ERICKSON_STRATEGIC_SIMPLICITY,1,4,0.25
ERICKSON_REFRAMING_META,ERICKSON_TRUISM_PARADOX,1,1,1.0
ERICKSON_REFRAMING_METADATA,ERICKSON_PACING_LEADING_TRUISM,1,1,1.0
ERICKSON_REFRAMING_METAPHOR,ERICKSON_AUTHORITY_UTILIZATION,1,7,0.14285714285714285
ERICKSON_REFRAMING_METAPHOR,ERICKSON_CONGRUENCE_EXPECTANCY,1,7,0.14285714285714285
ERICKSON_REFRAMING_METAPHOR,ERICKSON_DIALECTICAL_INTEGRATION,1,7,0.14285714285714285
ERICKSON_REFRAMING_METAPHOR,ERICKSON_FUTURE_PACING_QUESTION,1,7,0.14285714285714285
ERICKSON_REFRAMING_METAPHOR,ERICKSON_PATTERN_INTERRUPTION,1,7,0.14285714285714285
ERICKSON_REFRAMING_METAPHOR,ERICKSON_RESOURCE_ELICITATION,1,7,0.14285714285714285
ERICKSON_REFRAMING_METAPHOR,ERICKSON_UTILIZATION_REFRAMING,1,7,0.14285714285714285
ERICKSON_REFRAMING_MIND_READING,ERICKSON_CONFUSION_INTERRUPT,1,1,1.0
ERICKSON_REFRAMING_MINIMIZATION,ERICKSON_ANECDOTAL_INDUCTION,1,4,0.25
