script_id,turn_no,content,pattern_id,pattern_label
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",300,"You just have to know. All right, if you want certain learnings, certain understandings ... tell me, Marjorie, do you think you will be able to forget anything that I tell you emphatically?",ERICKSON_FORGETTING_UTILIZATION,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",301,Do you think you will be able to forget anything that I tell you emphatically?,ERICKSON_INTERROGATIVE_SUGGESTION,Suggestion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",302,You will never forget anything. I told you some time ago that I do say the same things.,ERICKSON_UTILIZATION_TRUISM,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",303,"I have made you very happy and you feel very puzzled. You know, I think women should be both puzzling and puzzled.",ERICKSON_UTILIZATION_PARADOX,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",304,Certainly.,ERICKSON_AFFIRMATION_TRUISM,Truism
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",305,"That’s right, why should I?",ERICKSON_YES_SET_CHALLENGE,Pacing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",306,"That’s right. Now, do I have to tell you again, or clobber you over the head with my cane?",ERICKSON_SHOCK_AND_HUMOR,Confusion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",307,"By the way, where is Mary? Is that Mary over there?",ERICKSON_INTERRUPT_ORIENT,Confusion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",308,"Why, is she in her pyjamas?",ERICKSON_CONFUSION_UTILIZATION,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",309,What color are her pyjamas?,ERICKSON_SENSORY_FOCUS,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",310,How is Mary?,ERICKSON_UTILIZATION_RAPPORT,Pacing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",311,"Even if it isn’t funny, you laugh. How did you like that letter of inquiry I wrote Mary: “Mary, Mary, quite contrary, how does your ball point write?”",ERICKSON_UTILIZATION_RHYME,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",312,"Where is Tommy? Oh, there he is—no, there he is.",ERICKSON_ATTENTION_SHIFT,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",313,"You don’t think you will be able to see Tommy. Why not? You don’t know? Why should you be bothered knowing? You see, I am interested in demonstrating certain things. By the way, do you know where you are?",ERICKSON_CONFUSION_AND_REORIENTATION,Confusion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",314,Where?,ERICKSON_MINIMAL_CUE,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",315,"With me, that’s right—and with Mary.",ERICKSON_PACING_LEADING_ASSOCIATION,Pacing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",316,"Just the two of us, all right. Now you really don’t need to know why you can’t see Tommy.",ERICKSON_NEGATIVE_SUGGESTION,Suggestion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",325,I would like to have that lady over there.,ERICKSON_DIRECT_SELECTION,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",326,When I was first married I wanted to have a lot of children.,ERICKSON_ECHOING_INCONGRUENCE,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",327,Why?,ERICKSON_TDS_PROMPT,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",328,There will be a written quiz today,ERICKSON_PHYSIOLOGICAL_TRIGGER,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",329,I WANT YOU TO MOVE YOUR FINGER.,ERICKSON_AUTHORITATIVE_COMMAND,Suggestion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",330,"Now that you have awakened and you notice that everything is fine, you might as well go right back to sleep.",ERICKSON_UTILIZATION_TRUISM,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",332,"Well, I concede failure right now. But you do smoke four packages of cigarettes a day; you do have emphysema; you are worried about your heart. I think we ought to take up a discussion of that, and since you are intending to let me fail to hypnotize you, let me help you out. Just look at that clock on my desk right there. It is an ordinary clock. It is a green stamp clock, and you just look at it and keep your eyes wide open and stay fully awake—completely, fully awake—and just listen to what I have to say to you about emphysema and smoking and about your fears of your cardiac condition.",ERICKSON_UTILIZATION_PARADOX,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",333,"I am going to teach you first how to go into a hypnotic trance, and then, after you have learned that thoroughly, I will teach you about controlling the pain.",ERICKSON_TEMPORAL_LINKAGE,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",334,"I am going to hurt you, I am going to hurt you, I am going to hurt you, I am going to hurt you; I am going to scare you, I am going to scare you, I am going to hurt you.",ERICKSON_PACING_AND_SHOCK,Pacing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",335,"I want to help you, too.",ERICKSON_UTILIZATION_AND_PACING,Pacing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",337,"It is very simple, You are lying on your right side all curled up, so I am going to have you turn over in bed, but don’t move your body—just mentally turn over in bed. Think it through. Think out how you move your arms, how you move your shoulders, how you move your legs, how you move your body, and when you are all turned over mentally, tell me so.",ERICKSON_IDEOMOTOR_DISSOCIATION,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",338,"All right, Now I am going to hurt you some more. I am going to ask you to turn to the other side.",ERICKSON_SHOCK_AND_PROVOCATION,Confusion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",340,"That is why I am here, to do something about it. And I started by scaring you and by hurting you, and now you know, and you know very definitely, that I can do things to you and for you.",ERICKSON_AUTHORITY_ESTABLISHMENT,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",341,"Because, I am the doctor here and you are the patient. You go ahead and develop that itch.",ERICKSON_AUTHORITY_FRAME,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",342,"Cathy, I want you to study that numbness because something is going to happen to it. It is going to spread up over your ankle, up the front of your leg, up the calf of your leg, clear up to the knee. It is going to go past your knee, it is going to go way up to your hips, and way up to the middle part of your abdomen, and then it is going to cross over and travel down your left leg clear to the sole of the left foot.",ERICKSON_SENSORY_UTILIZATION,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",343,"Cathy, now we will start the numbness going up either the right side of your body or the left side of your body. We started with your right foot. Maybe it would be only fair to start with the left side of your body.",ERICKSON_DOUBLE_BIND_FAIRNESS,Double Bind
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",345,"I am going to hurt you, I am going to scare you.",ERICKSON_UTILIZATION_PACING,Pacing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",347,"Do you want to go to bed at eight o’clock, or at a quarter before eight? ... Do you want a large helping of this vegetable, or just a medium helping?",ERICKSON_DOUBLE_BIND,Double Bind
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",348,"All right, you have explained the case to me. Your son is twelve years old. He is my patient now, and I think it is only ethical that you keep your cotton-picking paws off my patient. Don’t mention wet bed, don’t mention dry bed, don’t even say the word bed in his presence. He is my patient and I am-handling this!",ERICKSON_AUTHORITY_ASSERTION,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",350,"February is such a short month, that you really ought not to have a dry bed, reasonably speaking, more than three times in any one of those four weeks of February—three times in succession in any one of those weeks. Now that doesn’t mean you can’t have one dry bed or two dry beds, but I don’t think it would be reasonable to expect more than three dry beds in any one of those four weeks.",ERICKSON_PARADOXICAL_LIMITATION,Double Bind
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",351,"Now, I still don’t know when your permanently dry bed will come about, but you are Irish and St. Patrick’s Day is a very nice day; but when I think about how your father and mother have treated you, I think April Fools also would be a very nice day. There is one thing I would like you to get straight, Joe, and that is that when you have your dry bed, whether it is on St. Patrick’s Day or April Fools Day or any day in between, that day is your business. It is none of my business. It is nobody else’s business either.",ERICKSON_INDIRECT_SUGGESTION_AUTONOMY,Suggestion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",352,"And it hurts just terribly, doesn’t it Robert?",ERICKSON_PACING_AND_LEADING,Pacing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",353,And it will keep right on hurting.,ERICKSON_UTILIZATION_PACING,Pacing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",354,Maybe the pain will go away in a minute or two.,ERICKSON_PERMISSIVE_SUGGESTION,Suggestion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",355,"Mother, is that good, red, strong blood?",ERICKSON_UTILIZATION_REFRAME,Reframing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",357,"You can count to ten easily, You can count to twenty easily, but, you know, when the doctor puts the stitches in your lip I don’t think he could put in twenty stitches that you could count. I don’t think he could even put in ten. But you go ahead and count the stitches and see if he can put in at least ten.",ERICKSON_CHALLENGE_REFRAMING,Reframing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",358,"Now there is no hurry at all about coming forward. When you get to the aisle, just stop and wait. Now, what I would like to have you do is this: Walk up here very, very slowly, and in walking slowly, I would like you to be very sure that you do not go into a trance state until you sit down here in this chair. Now come forward very slowly, with your hands by your side, slower, slower. That’s it, and make up your mind not to go into a trance until you sit down in this chair. Now stand in front of it, and slowly get ready, and slowly sit down, and close your eyes, and take a deep breath, and go deeper and deeper into a trance.",ERICKSON_NEGATIVE_COMMAND_BIND,Suggestion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",359,"And when you begin to realize that you are going deeper and deeper—when you begin to realize that, and not until you begin to realize that you are going deeper and deeper—you will notice that your head is slowly lowering toward your chest, and a bit more, and your head will slowly lower a bit more, very slowly as you realize it more and more. And then as you realize that you are about to awaken, your left hand will slowly begin to lower toward your lap, and when it reaches your lap, you will be wide awake, alert, feeling refreshed. What would you like to say?",ERICKSON_IDEOMOTOR_BIND,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",360,Nothing in particular to say.,ERICKSON_PERMISSIVE_UTILIZATION,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",361,"Did you know that you were lowering your head? You suddenly altered the movements of your body completely. You were all set when you got right there, where the floor tends to level off. You roused a bit when you touched the railing with your hand. You came over here and I made you hesitate; I made you hesitate so that you would have a chance to re-establish the feeling you had when you reached the level part of the floor. And then when you sat down what happened? I had you close your eyes. What else? After a while I lifted your arm up.",ERICKSON_RATIFICATION_UTILIZATION,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",362,Please do not go into a trance until you have seated yourself comfortably in the chair.,ERICKSON_NEGATIVE_COMMAND_PRESUPPOSITION,Suggestion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",363,"Not very often. You have trouble with your wife and she has trouble with you. And you really don’t need to tell me very much about it because you understand what the trouble is, and you know more about how your wife feels than I do since I haven’t met her. And as you start thinking the matter over, and delving into your own mind about it, you can really absorb yourself in that effort to understand what is taking place within you when you are having problems, when you are seeking to understand, and I would like to have you feel very comfortable as you begin to examine those ideas. Nothing else is really important except understanding your problem, and understanding how you want to feel, and understanding why you want to feel in certain ways.",ERICKSON_INDIRECT_INDUCTION,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",364,"Now your feelings may be positive, they may be negative, but I would like to have you feel exceedingly comfortable about this matter of a straightforward, careful examination within your own mind about all of these things that are troubling you emotionally—perhaps troubling you in a great variety of ways— and just give your attention to those particular things. And you can select out of all that I say those words that are meaningful to your problem.",ERICKSON_UTILIZATION_AND_SELECTIVE_PERCEPTION,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",365,What would happen if you spit on someone?,ERICKSON_PROVOCATIVE_INQUIRY,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",366,"I bawled one of them out and criticized another, in general creating a violent, emotional situation, to their utter bewilderment. I let the skirmish go on for about five minutes, quieted everyone down, and told the patient to continue.",ERICKSON_PATTERN_INTERRUPT_UTILIZATION,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",367,"Why did I ever enter the practice of medicine, because there is nothing more hopeless in the world than this patient!",ERICKSON_PACING_EXTREME_REALITY,Pacing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",368,"If I can bring about in this patient enough frustration, enough anxiety, enough fear, enough anger, enough disgust, enough bewilderment, enough curiosity—such that her brain cells have to work in a great variety of ways—perhaps I can then teach her how to talk again.",ERICKSON_UTILIZATION_EMOTIONAL_AROUSAL,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",369,"Pease porridge hot, pease porridge cold, pease porridge in the pot nine days old.",ERICKSON_RHYTHMIC_REGRESSION,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",370,"My word was absolute law, and that she was to obey every instruction, however unfathomable, that I gave her if she were to learn to talk again.",ERICKSON_AUTHORITATIVE_CONTRACT,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",371,You are in the kind of trance that is going to help you in every way,ERICKSON_UTILIZATION_SUGGESTION,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",372,You ought to bear in mind that the best approach to a patient’s psychopathology lies in your own sympathetic attitude.,ERICKSON_DIRECTIVE_TRUISM,Truism
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",373,"You know, talking about your fear makes it easier for you to breathe, and so I would like to have you understand that some of your asthma is caused by fear, and some of it comes from the pollens, and so on. That is why you take the medication you take.",ERICKSON_REFRAMING_AND_LOGICAL_LINKING,Reframing
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",374,"Let us begin by assuming that you have 100 percent asthma. Now you wouldn’t notice the change if I reduced that asthma by 1 percent, but you nonetheless would have 1 percent less asthma. Suppose I reduced it by 2, by 5, by 10 percent? You might not notice it, but it still would be reduced.",ERICKSON_INCREMENTAL_REDUCTION,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",376,"Then I expressed my pious wish that she would feel very comfortable, very rested throughout the afternoon, and I really did hope she would not have to disturb herself to go to the bathroom.",ERICKSON_PARADOXICAL_INTENTION,Double Bind
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",377,"Do you think you can retain that symptom all through the month of February, which is a short month, and all through March? Will it really last until April Fools Day? Will it last past Independence Day?",ERICKSON_CONFUSION_TIME_DISTORTION,Confusion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",378,"At what hour—would it be at half past two or at a quarter of three—will you get that good, warm feeling in your fingertips?",ERICKSON_DOUBLE_BIND_PRESUPPOSITION,Double Bind
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",379,As secretly as possible.,ERICKSON_UTILIZATION,Utilization
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",380,"I think that I can remedy your problem. In fact, I think it will be very easy to remedy your problem. There is such a thing as shock therapy. There are several different kinds of shock therapy. You can have electric shock therapy, you can have psychological shock therapy, you can have emotional shock therapy. I am not going to give you electric shock treatment, but if you wish I will give you shock therapy that will correct your problem. I would like to have you think it over quietly, and perhaps you would like to discuss it in my absence from the office. I will return in a half hour’s time. That will give you ample opportunity to decide whether or not you want the shock therapy required to correct your problem.",ERICKSON_SHOCK_AND_PROVOCATION,Confusion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",381,"All right. With your right and left manual extremities, will you please grasp the sides of your chairs.",ERICKSON_CONFUSION_COMMAND,Confusion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",382,"Now hold yourselves rigidly, because I am going to give you your shock therapy. Your complaint is this: that for three years you have engaged in the marital union, nocturnally and diurnally, for procreative purposes with full physiological culmination.",ERICKSON_SHOCK_AND_PARADOX,Confusion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",384,"That doesn’t quite complete the shock treatment. As you do that fucking for fun, pray to the devil that you get her up the creek without a paddle. Now I mean it. Get that straight. I mean it. Go home and do it for fun!",ERICKSON_SHOCK_AND_PARADOX,Confusion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",385,"This is the first of July, and your fiancé obviously means this, and so I will have to cure you of postponing the marriage. I will do that exactly one week from today, on the 8th of July. Now between today and the 8th of July you’d better think the matter over. Do you want to marry this man? Do you want to marry him enough to get over whatever it is that you are afraid of—whatever it is that makes you postpone the marriage?",ERICKSON_TIME_BIND_AND_PRESUPPOSITION,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",386,"Step over there with your back toward the bookcase, but about two feet away from the bookcase, and keep your mouth SHUT. I don’t want you to say a thing. I want you to do certain things. Take off your shoes.",ERICKSON_DIRECTIVE_COMPLIANCE,Suggestion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",387,Take off your stockings.,ERICKSON_DIRECT_COMMAND_COMPLIANCE,Suggestion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",388,Take off your dress.,ERICKSON_DIRECT_COMMAND,Suggestion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",389,Take off your skirt ... take off your slip... take off your bra ... take off your panties.... Now with your right hand,ERICKSON_SEQUENTIAL_COMPLIANCE,Other
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",390,touch your left breast ... touch your right breast ... touch your genital area... turn your back to me and touch your right buttock ... touch your left buttock. ... Now put your clothes back on.,ERICKSON_SHOCK_AND_ORDEAL,Confusion
"Healing in Hypnosis (The Seminars, Workshops, and Lectures -- by Milton H_ Erickson; edited by Ernest L_ Rossi, Margaret -- The Seminars, workshops, -- 9780829007398 -- c96cdaf48551904d9fb1",391,"JT don’t think you will need a second treatment. Your boyfriend lives in North Dakota, and I think you had better buy a ticket and go up and tell him that you will marry him this month. I am quite sure a second treatment will not be necessary.",ERICKSON_DIRECT_SUGGESTION_CONFIDENCE,Suggestion
