Category,Pattern ID,Importance,Typical Leads To,Typical Preceded By
MULTIPLE,ERICKSON_MULTIPLE_CHOICE_BIND,0.00014246014170839433,ERICKSON_YES_SET_PACING (1.00),ERICKSON_PACING_AND_LEADING (0.04)
MULTI,ERICKSON_MULTI_LEVEL_COMMUNICATION,0.0005693014128048271,ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION (0.25); ERICKSON_DOUBLE_BIND_COMPETITION (0.25); ERICKSON_MULTI_LEVEL_COMMUNICATION (0.25),ERICKSON_UNCONSCIOUS_ASSOCIATION (0.33); ERICKSON_MULTI_LEVEL_COMMUNICATION (0.25)
MUNDANE,ERICKSON_MUNDANE_UTILIZATION,0.0001425604927615931,ERICKSON_BYPASSING_CONSCIOUS_RESISTANCE (1.00),ERICKSON_UTILIZATION_RESOURCE (1.00)
MUTUAL,ERICKSON_MUTUAL_DEINDUCTION,0.0001429862303994004,ERICKSON_PERMISSIVE_AFFIRMATION (1.00),ERICKSON_DIRECT_COMMAND_REPETITION (1.00)
MUTUAL,ERICKSON_MUTUAL_INDUCTION,0.0001589787296492556,ERICKSON_METAPHOR_REFRAMING (1.00),ERICKSON_PARADOXICAL_INTERVENTION (0.10)
MUTUAL,ERICKSON_MUTUAL_SUGGESTION,0.0001423026192333854,ERICKSON_PROCESS_CONTINUITY (1.00),ERICKSON_ROLE_REVERSAL_UTILIZATION (1.00)
MY,ERICKSON_MY_FRIEND_JOHN,0.0001430950887481064,ERICKSON_TRUISM_EXPECTATION (1.00),ERICKSON_TIME_DISTORTION (0.06)
NARRATIVE,ERICKSON_NARRATIVE_AUTHORITY,0.00014237378631206185,ERICKSON_ASSOCIATION_ANCHORING (1.00),ERICKSON_TRUISM_UNCONSCIOUS (0.33)
NARRATIVE,ERICKSON_NARRATIVE_CLOSURE,0.0002860022867801836,ERICKSON_SHOCK_AND_LIMITATION (0.50); ERICKSON_STORYTELLING_CONDITIONING (0.50),ERICKSON_METAPHOR_RAPID_CHANGE (1.00); ERICKSON_UTILIZATION_PATTERN (1.00)
NARRATIVE,ERICKSON_NARRATIVE_REASSOCIATION,0.00014240862588925973,ERICKSON_PERSONAL_NARRATIVE_UTILIZATION (1.00),ERICKSON_YES_SET_CONFIRMATION (1.00)
NARRATIVE,ERICKSON_NARRATIVE_REFRAMING,0.0001426423019363389,ERICKSON_UTILIZATION_AND_IDEOMOTOR (1.00),ERICKSON_SELECTIVE_PERCEPTION (0.50)
NARRATIVE,ERICKSON_NARRATIVE_SEEDING,0.00028599004576243786,ERICKSON_FACTUAL_ANCHOR (0.50); ERICKSON_LOGICAL_TRUISM_FUTURE_PACING (0.50),ERICKSON_UTILIZATION_PLAY (1.00); ERICKSON_TRUISM_DEFINITION (0.25)
NARRATIVE,ERICKSON_NARRATIVE_TRUISM,0.0001428123788108892,ERICKSON_AUTHORITY_VALIDATION (1.00),ERICKSON_INDIRECT_SUGGESTION (0.01)
NARRATIVE,ERICKSON_NARRATIVE_UTILIZATION,0.00014223092098628498,ERICKSON_UTILIZATION_AND_REFRAMING (1.00),ERICKSON_DOUBLE_BIND_UTILIZATION (0.06)
NARROWING,ERICKSON_NARROWING_SPIRAL,0.0001421562400008669,ERICKSON_UTILIZATION_PARADOX (1.00),ERICKSON_UTILIZATION_AND_TRANSFER (0.50)
NATURALISTIC,ERICKSON_NATURALISTIC_ANALOGY,0.00014403500765677667,ERICKSON_INDIRECT_SUGGESTION_FUTURE_PACING (1.00),ERICKSON_POSTHYPNOTIC_SUGGESTION (0.11)
NATURALISTIC,ERICKSON_NATURALISTIC_CONCLUSION,0.0001409239794973614,ERICKSON_UTILIZATION_TRUISM (1.00),ERICKSON_UTILIZATION_NEGATIVE_SUGGESTION (0.50)
NATURALISTIC,ERICKSON_NATURALISTIC_INDUCTION,0.00028415552262714324,ERICKSON_DIRECT_VALIDATION (0.50); ERICKSON_UTILIZATION_AMNESIA (0.50),ERICKSON_POST_HYPNOTIC_CUE (1.00); ERICKSON_UTILIZATION_PRESUPPOSITION (0.08)
NATURALISTIC,ERICKSON_NATURALISTIC_INSTRUCTION,0.00014240029246183667,ERICKSON_CHALLENGE_CONSCIOUS_FRAME (1.00),ERICKSON_REINFORCEMENT_TRUISM (0.25)
NATURALISTIC,ERICKSON_NATURALISTIC_TRANCE,0.00028361001804160337,ERICKSON_PERMISSIVE_SUGGESTION (0.50); ERICKSON_UTILIZATION_AND_ANCHORING (0.50),ERICKSON_ASSOCIATIVE_BUILDING (1.00); ERICKSON_UTILIZATION_TRUISM (0.02)
NATURALISTIC,ERICKSON_NATURALISTIC_TRUISM,0.00014212560033242727,ERICKSON_TRUISM_DEFINITION (1.00),ERICKSON_DEFINITION_REFRAMING (1.00)
NATURAL,ERICKSON_NATURAL_METAPHOR,0.00014318216019066786,ERICKSON_UTILIZATION_PRESUPPOSITION (1.00),ERICKSON_AFFIRMATION_PRESUPPOSITION (1.00)
NATURAL,ERICKSON_NATURAL_PROGRESSION,0.00014289927816752467,ERICKSON_SYMPTOM_UTILIZATION_AND_MODIFICATION (1.00),ERICKSON_AFFIRMATION (1.00)
NEGATIONAL,ERICKSON_NEGATIONAL_PACING,0.0001426859657232797,ERICKSON_INDIRECT_SUGGESTION_PERHAPS (1.00),ERICKSON_RESISTANCE_UTILIZATION (0.12)
NEGATIVE,ERICKSON_NEGATIVE_APPROACH,0.00014442889316079158,ERICKSON_INDIRECT_SUGGESTION (1.00),ERICKSON_CONFUSION_INTERROGATIVE (0.50)
NEGATIVE,ERICKSON_NEGATIVE_CHALLENGE,0.00028420972471528583,ERICKSON_REFRAMING_AUTHORITY (0.50); ERICKSON_VALIDATION_INQUIRY (0.50),ERICKSON_CHALLENGE_SURPRISE (1.00); ERICKSON_PRESUPPOSITION_UNCERTAINTY (1.00)
NEGATIVE,ERICKSON_NEGATIVE_COMMAND_BIND,0.00014252810508943095,ERICKSON_IDEOMOTOR_BIND (1.00),ERICKSON_CHALLENGE_REFRAMING (1.00)
NEGATIVE,ERICKSON_NEGATIVE_COMMAND_DISSOCIATION,0.00014195279506661412,ERICKSON_DOUBLE_BIND_REFRAMING (1.00),ERICKSON_DISSOCIATION_AND_PACING (1.00)
NEGATIVE,ERICKSON_NEGATIVE_COMMAND_EXPECTATION,0.00014273140669224038,ERICKSON_RATIFICATION_UTILIZATION (1.00),ERICKSON_TRUISM_UNIVERSAL (1.00)
NEGATIVE,ERICKSON_NEGATIVE_COMMAND_PRESUPPOSITION,0.0002844432059628069,ERICKSON_INDIRECT_INDUCTION (0.50); ERICKSON_TRUISM_PACING (0.50),ERICKSON_RATIFICATION_UTILIZATION (0.33); ERICKSON_PACING_AND_LEADING (0.04)
NEGATIVE,ERICKSON_NEGATIVE_CONSTRAINED_CONTINGENCY,0.00014568223731157388,ERICKSON_PACING_LEADING (1.00),ERICKSON_COMPARATIVE_SUGGESTION (1.00)
NEGATIVE,ERICKSON_NEGATIVE_CONSTRAINT,0.00014242529293650763,ERICKSON_SYMPTOM_REDIRECTION (1.00),ERICKSON_DIRECT_SUGGESTION (0.05)
NEGATIVE,ERICKSON_NEGATIVE_CONSTRAINTS,0.0001425027024050307,ERICKSON_MINIMAL_ENCOURAGER (1.00),ERICKSON_DECONSTRUCTION_OF_AUTHORITY (1.00)
NEGATIVE,ERICKSON_NEGATIVE_CONSTRAINT_BIND,0.00014252647237076763,ERICKSON_PRESUPPOSITION_FUTURE (1.00),ERICKSON_CATALEPSY_CHALLENGE (1.00)
NEGATIVE,ERICKSON_NEGATIVE_HALLUCINATION,0.0002750396696043312,ERICKSON_UNCONSCIOUS_VALIDATION (0.50); ERICKSON_YES_SET (0.50),ERICKSON_DIRECT_INDUCTION (0.25); ERICKSON_TRUISM_REFRAMING (0.07)
NEGATIVE,ERICKSON_NEGATIVE_HALLUCINATION_TRUISM,0.0001452911272343923,ERICKSON_CONTINGENT_SUGGESTION (1.00),ERICKSON_PRESUPPOSITION_QUESTION (0.17)
NEGATIVE,ERICKSON_NEGATIVE_INQUIRY,0.000141028889279674,ERICKSON_PRESUPPOSITION_CHOICE (1.00),ERICKSON_PARADOXICAL_INTERROGATIVE (0.50)
NEGATIVE,ERICKSON_NEGATIVE_INTERROGATIVE,0.00014233034293425635,ERICKSON_UTILIZATION_OF_PERCEPTION (1.00),ERICKSON_SHARED_HALLUCINATION (1.00)
NEGATIVE,ERICKSON_NEGATIVE_INTERROGATIVE_METAPHOR,0.00014257176481552816,ERICKSON_TERMINOLOGY_ANCHORING (1.00),ERICKSON_PRESUPPOSITION_DOUBT (1.00)
NEGATIVE,ERICKSON_NEGATIVE_METAPHOR_ANALYSIS,9.386726780153262e-05,ERICKSON_UTILIZATION_OF_DIFFERENCE (1.00),ERICKSON_BIOLOGICAL_REFRAMING (1.00)
NEGATIVE,ERICKSON_NEGATIVE_PRAISE,0.00014100681788196503,ERICKSON_LOCALIZATION_TRUISM (1.00),ERICKSON_DISSOCIATION_PERSONIFICATION (1.00)
NEGATIVE,ERICKSON_NEGATIVE_PRESUPPOSITION,0.0004291245426466962,ERICKSON_DOUBLE_BIND_UTILIZATION (0.33); ERICKSON_SENSORY_FOCUS (0.33); ERICKSON_TIME_DISTORTION (0.33),ERICKSON_DIRECT_CHALLENGE_DOUBLE_BIND (1.00); ERICKSON_PACING_AND_PARADOX (1.00)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION,0.0021320585204704762,ERICKSON_ECHOING_PROBE (0.13); ERICKSON_ATTENTION_SHIFT (0.07); ERICKSON_AUTONOMY_PRESUPPOSITION (0.07),ERICKSON_MOTOR_INHIBITION_PRESUPPOSITION (1.00); ERICKSON_PACING_INTERNAL_STATE (1.00)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_AND_IDEOMOTOR_COMPETITION,0.00014041976662199074,ERICKSON_DISSOCIATION_AND_UTILIZATION (1.00),ERICKSON_CONTINGENT_DOUBLE_BIND (1.00)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_AND_PERMISSIVE_INQUIRY,0.00014161566901956825,ERICKSON_SENSORY_FOCUS (1.00),ERICKSON_IDEOMOTOR_SIGNALING (0.08)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_AND_PRESUPPOSITION,0.00014256876659281107,ERICKSON_POST_HYPNOTIC_REORIENTATION (1.00),ERICKSON_PRESUPPOSITION_TRUISM (0.12)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_AND_TRUISM,0.00014370649951523314,ERICKSON_IDEOMOTOR_UTILIZATION (1.00),ERICKSON_INTERROGATIVE_DOUBT (0.20)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_BIND,0.00014163017315308682,ERICKSON_DIRECT_CHALLENGE (1.00),ERICKSON_IMPLICATION_ANALYSIS (1.00)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_CHALLENGE,0.00014201125013678037,ERICKSON_INTERROGATIVE_SUGGESTION (1.00),ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION (0.02)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_CONFUSION,0.00014257806777902827,ERICKSON_ASYMMETRIC_RAPPORT (1.00),ERICKSON_UTILIZATION_SUGGESTION (0.33)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_DISSOCIATION,0.00014332617995611353,ERICKSON_DISSOCIATION_CATALEPSY (1.00),ERICKSON_DISSOCIATION_FOCUS (1.00)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_EXPANSION,0.00014148631023199398,ERICKSON_TRUISM_UNCONSCIOUS (1.00),ERICKSON_TRUISM_DISSOCIATION (0.11)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_FOCUS,0.00014309992390456352,ERICKSON_SPECIFICITY_CHALLENGE (1.00),ERICKSON_PRESUPPOSITION_CHALLENGE (0.17)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_LIMITATION,0.00014186125209024873,ERICKSON_DISSOCIATION_BY_FOCUS (1.00),ERICKSON_UTILIZATION_AUTHORITY (0.20)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_LOCUS,0.00014127628329672364,ERICKSON_PRESUPPOSITION_TIME (1.00),ERICKSON_UTILIZATION_REFRAMING (0.01)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_REFRAMING,0.0001413820518754859,ERICKSON_CHALLENGE_DEFINITION (1.00),ERICKSON_REFRAMING_OBSERVATION (0.33)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_REMOVAL,0.00014288820045463713,ERICKSON_PERMISSIVE_SUGGESTION (1.00),ERICKSON_DOUBLE_BIND_SENSORY_TRANSFER (1.00)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_TAG,0.00014364981018112375,ERICKSON_DISSOCIATION_OBSERVATION (1.00),ERICKSON_TRUISM_QUESTION (0.11)
NEGATIVE,ERICKSON_NEGATIVE_SUGGESTION_UTILIZATION,0.00014015718808358556,ERICKSON_IDEOMOTOR_SIGNALING (1.00),ERICKSON_IDEOMOTOR_DOUBLE_BIND (0.50)
NEGATIVE,ERICKSON_NEGATIVE_TAG,0.0001422237232387784,ERICKSON_STRATEGIC_DOUBT (1.00),ERICKSON_NEGATIVE_SUGGESTION (0.07)
NEGATIVE,ERICKSON_NEGATIVE_TAG_DISPLACEMENT,0.0001420897757628855,ERICKSON_UTILIZATION (1.00),ERICKSON_METAPHOR_CRITIQUE (1.00)
NEGATIVE,ERICKSON_NEGATIVE_TAG_QUESTION,0.00042842036849445066,ERICKSON_POSTHYPNOTIC_GENERALIZATION (0.33); ERICKSON_PRESUPPOSITION_TRUISM (0.33); ERICKSON_TRUISM_AMBIGUITY (0.33),ERICKSON_INTERROGATIVE_UTILIZATION (0.14); ERICKSON_DIRECT_INQUIRY (0.08)
NEGOTIATION,ERICKSON_NEGOTIATION_PRESUPPOSITION,0.00014255739597047844,ERICKSON_INCREMENTAL_NEGOTIATION (1.00),ERICKSON_FRACTIONATION_REDUCTION (0.50)
NOMINALIZATION,ERICKSON_NOMINALIZATION,0.00014315308220235354,ERICKSON_UTILIZATION_REFRAME (1.00),ERICKSON_REFRAMING_VALIDATION (0.20)
NOMINALIZATION,ERICKSON_NOMINALIZATION_CHALLENGE,0.00014269620721651336,ERICKSON_UTILIZATION (1.00),ERICKSON_PACING_UTILIZATION (0.50)
NOMINALIZATION,ERICKSON_NOMINALIZATION_NEGATION,0.00014224506006935096,ERICKSON_DIRECT_CONFIRMATION (1.00),ERICKSON_ILLUSION_OF_CHOICE (0.04)
NOMINALIZATION,ERICKSON_NOMINALIZATION_PROCESS,0.00014186647124012498,ERICKSON_DEFINITION_TRUISM (1.00),ERICKSON_TRUISM_PACING (0.02)
NOMINALIZATION,ERICKSON_NOMINALIZATION_REPETITION,0.00014251536844090042,ERICKSON_PACING_REALITY (1.00),ERICKSON_ASSOCIATION_ANCHOR (1.00)
NOMINALIZATION,ERICKSON_NOMINALIZATION_UTILIZATION,0.00042780997136911597,ERICKSON_ANECDOTE_METAPHOR (0.33); ERICKSON_PROJECTIVE_INDUCTION (0.33); ERICKSON_SAFETY_PHRASES (0.33),ERICKSON_CATEGORIZATION_TRUISM (1.00); ERICKSON_PERMISSIVE_COMMAND (0.17)
NONVERBAL,ERICKSON_NONVERBAL_ANCHORING,0.00028784919485502807,ERICKSON_AUTONOMY_STRATEGY (0.50); ERICKSON_TRUISM_FUTURE_PACING (0.50),ERICKSON_NONVERBAL_UTILIZATION (1.00); ERICKSON_AGE_REGRESSION (0.17)
NONVERBAL,ERICKSON_NONVERBAL_COMMUNICATION_SETUP,0.00014387605488920478,ERICKSON_CONFUSION_BY_PANTOMIME (1.00),ERICKSON_PROFESSIONAL_LEGACY (1.00)
NONVERBAL,ERICKSON_NONVERBAL_CONFUSION_INDUCTION,0.0001419549344241107,ERICKSON_UTILIZATION_NONVERBAL (1.00),ERICKSON_UTILIZATION_PRINCIPLE (0.08)
NONVERBAL,ERICKSON_NONVERBAL_CUES,0.0001428013078295155,ERICKSON_MINIMAL_ENCOURAGER (1.00),ERICKSON_PACING_AND_VALIDATION (0.01)
NONVERBAL,ERICKSON_NONVERBAL_OBSERVATION,0.00028090690970301906,ERICKSON_PACING_AND_VALIDATION (0.50); ERICKSON_UTILIZATION_DISPLACEMENT (0.50),ERICKSON_UNCONSCIOUS_SEARCH (0.50); ERICKSON_TRUISM_DISSOCIATION (0.11)
NONVERBAL,ERICKSON_NONVERBAL_STRATEGY,0.00014268695511031755,ERICKSON_UTILIZATION_VOICE (1.00),ERICKSON_DISSOCIATION_UTILIZATION (0.09)
NONVERBAL,ERICKSON_NONVERBAL_UTILIZATION,0.0001425941166474758,ERICKSON_NONVERBAL_ANCHORING (1.00),ERICKSON_PATTERN_INTERRUPT (0.06)
NON,ERICKSON_NON_ATTACHMENT,0.00014366652520649464,ERICKSON_PERMISSIVE_INDUCTION (1.00),ERICKSON_YES_SET_TAG_QUESTION (0.33)
NON,ERICKSON_NON_INTERPRETIVE_DIRECTIVE,0.0001401999235908779,ERICKSON_TRUISM_DISSOCIATION (1.00),ERICKSON_PERMISSIVE_UTILIZATION (0.33)
NON,ERICKSON_NON_INTERVENTION_REFRAME,0.0001426322295041189,ERICKSON_DISSOCIATION_UNCONSCIOUS (1.00),ERICKSON_IDEOMOTOR_UTILIZATION (0.11)
NON,ERICKSON_NON_RESISTANCE_UTILIZATION,0.0001419549344241107,ERICKSON_UTILIZATION_AUTONOMY (1.00),ERICKSON_UTILIZATION_PRINCIPLE (0.08)
NON,ERICKSON_NON_SPECIFIC_PREDICATE,0.00013936803593716642,ERICKSON_INDIRECT_SUGGESTION (1.00),ERICKSON_UTILIZATION_RESISTANCE (0.03)
NON,ERICKSON_NON_SPECIFIC_SUGGESTION,0.00014221608271869764,ERICKSON_INDIRECT_AUTONOMY (1.00),ERICKSON_INDIRECT_INDUCTION (0.08)
NON,ERICKSON_NON_VERBAL_INDUCTION,0.00014229089804826197,ERICKSON_TRUISM_AFFIRMATION (1.00),ERICKSON_TRUISM_UNIVERSAL_EXPERIENCE (1.00)
NORMALIZATION,ERICKSON_NORMALIZATION_ANALOGY,0.0001405456394498163,ERICKSON_REFRAMING_BIND (1.00),ERICKSON_CONFRONTATIONAL_UTILIZATION (1.00)
NORMALIZATION,ERICKSON_NORMALIZATION_ANCHOR,0.0001420897757628855,ERICKSON_DOUBLE_BIND_PRESUPPOSITION (1.00),ERICKSON_NORMALIZATION_THROUGH_ANALOGY (1.00)
NORMALIZATION,ERICKSON_NORMALIZATION_AND_DISMISSAL,0.00014127628329672364,ERICKSON_INDIRECT_UTILIZATION (1.00),ERICKSON_UTILIZATION_REFRAMING (0.01)
NORMALIZATION,ERICKSON_NORMALIZATION_AND_UTILIZATION,0.0002828109948888331,ERICKSON_CONSCIOUS_UNCONSCIOUS_DISTINCTION (0.50); ERICKSON_UTILIZATION (0.50),ERICKSON_INTEGRATIVE_APPROACH (1.00); ERICKSON_REFRAMING_UTILIZATION (0.01)
NORMALIZATION,ERICKSON_NORMALIZATION_REFRAME,0.0001414203963434222,ERICKSON_REFRAMING_NORMALIZATION (1.00),ERICKSON_DIRECT_CLARIFICATION (0.50)
NORMALIZATION,ERICKSON_NORMALIZATION_STATE,0.00014320621245370076,ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION (1.00),ERICKSON_DISSOCIATION_TRUISM (0.10)
NORMALIZATION,ERICKSON_NORMALIZATION_THROUGH_ANALOGY,0.0001420033686748057,ERICKSON_NORMALIZATION_ANCHOR (1.00),ERICKSON_TRUISM (0.03)
NORMALIZATION,ERICKSON_NORMALIZATION_THROUGH_CURIOSITY,0.00013960392249229487,ERICKSON_PACING_AND_VALIDATION (1.00),ERICKSON_UTILIZATION_VULNERABILITY (0.50)
NORMALIZATION,ERICKSON_NORMALIZATION_TRUISM,0.00042549001125607056,ERICKSON_MINIMAL_CUE (0.33); ERICKSON_TRUISM_ANALOGY (0.33); ERICKSON_UTILIZATION_REFRAMING (0.33),ERICKSON_NORMALIZATION_UTILIZATION (0.33); ERICKSON_REFRAMING_NORMALIZATION (0.14)
NORMALIZATION,ERICKSON_NORMALIZATION_UTILIZATION,0.0004309195548930811,ERICKSON_DIRECT_INQUIRY_UTILIZATION (0.33); ERICKSON_IDEOMOTOR_DISSOCIATION (0.33); ERICKSON_NORMALIZATION_TRUISM (0.33),ERICKSON_STRATEGIC_REDIRECTION (0.33); ERICKSON_UTILIZATION_AMBIGUITY (0.25)
NOT,ERICKSON_NOT_KNOWING,0.00043070673047677157,ERICKSON_CHALLENGE_COMMITMENT (0.33); ERICKSON_FUTURE_PRESUPPOSITION (0.33); ERICKSON_NOT_KNOWING_FRAME (0.33),ERICKSON_DIRECT_COMMAND_CRITIQUE (1.00); ERICKSON_IMPLICATION_REALIZATION (1.00)
NOT,ERICKSON_NOT_KNOWING_FOR_EMPOWERMENT,0.00014184767809179152,ERICKSON_OPEN_ELICITATION (1.00),ERICKSON_IMPLICATION_LOGIC (1.00)
NOT,ERICKSON_NOT_KNOWING_FRAME,0.0001436562698798074,ERICKSON_PERMISSIVE_NOT_KNOWING (1.00),ERICKSON_NOT_KNOWING (0.33)
OBJECTIVE,ERICKSON_OBJECTIVE_INQUIRY,0.00014285847226982627,ERICKSON_INDIRECT_PROBING (1.00),ERICKSON_BODY_IMAGE_DIAGNOSIS (1.00)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_ACUITY,0.0001476607746482656,ERICKSON_SYSTEMIC_UTILIZATION (1.00),ERICKSON_REFRAMING_LEARNING (0.33)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_CERTAINTY,0.0001394749411663457,ERICKSON_STRATEGIC_CONFRONTATION (1.00),ERICKSON_CASE_FRAMING (1.00)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_CONFRONTATION,0.00014577088294147567,ERICKSON_SYSTEMIC_PREDICTION (1.00),ERICKSON_AUTHORITY_REFRAME (1.00)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_CONTRAST,0.0002806521091565401,ERICKSON_AUTOMATIC_WRITING_TRUISM (0.50); ERICKSON_COMPLIANCE_CHECK (0.50),ERICKSON_UTILIZATION_AMBIGUITY (0.25); ERICKSON_UTILIZATION_RESISTANCE (0.03)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_DIAGNOSIS,0.0003567252370813268,ERICKSON_OBSERVATIONAL_METAPHOR (0.50); ERICKSON_REFRAMING_FUTURE_PACING (0.50),ERICKSON_ANECDOTAL_FRAMING (1.00); ERICKSON_CLINICAL_OBSERVATION (0.50)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_DIRECTIVE,0.00014281818709076293,ERICKSON_DISSOCIATION_CONSCIOUS_UNCONSCIOUS (1.00),ERICKSON_REFRAMING_RELATIVITY (1.00)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_DISSOCIATION,0.00014127628329672364,ERICKSON_BYPASS_CONSCIOUS (1.00),ERICKSON_UTILIZATION_REFRAMING (0.01)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_INQUIRY,0.0004204002628908349,ERICKSON_METAPHOR_SOMATIC_SHIFT (0.33); ERICKSON_PROBING_INQUIRY (0.33); ERICKSON_UTILIZATION (0.33),ERICKSON_PRESUPPOSITION_REFRAMING (0.50); ERICKSON_OBSERVATION_UTILIZATION (0.09)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_JUXTAPOSITION,0.0001423913786226549,ERICKSON_REFRAMING_UTILIZATION (1.00),ERICKSON_DIRECTIVE (0.50)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_LEARNING,0.0001428124476144718,ERICKSON_PACING_AND_LEADING (1.00),ERICKSON_EXPECTANCY (1.00)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_LINKING,0.00014245222125972956,ERICKSON_PROCESS_PRESUPPOSITION (1.00),ERICKSON_PARADOXICAL_COMMUNICATION (1.00)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_LOGIC,0.00014206034571055643,ERICKSON_DIRECT_OBSERVATION_PREDICTION (1.00),ERICKSON_METAPHOR (0.11)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_METAPHOR,0.0003167437302587486,ERICKSON_INTUITION_UTILIZATION (0.50); ERICKSON_UTILIZATION_ASSOCIATION (0.50),ERICKSON_SENSORY_UTILIZATION_AGE_REGRESSION (1.00); ERICKSON_OBSERVATIONAL_DIAGNOSIS (0.50)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_PACING,0.000849264403177103,ERICKSON_COMPLIANCE_SET_CONFUSION (0.17); ERICKSON_INDIRECT_PROGRESSION (0.17); ERICKSON_INDIRECT_SUGGESTION (0.17),ERICKSON_EMPOWERMENT_THROUGH_DEFINITION (1.00); ERICKSON_PERMISSIVE_CLOSURE (1.00)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_PREDICTION,0.00014205915718626226,ERICKSON_CLINICAL_NARRATIVE (1.00),ERICKSON_TRUISM_PRESUPPOSITION (0.07)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_RATIFICATION,0.00014127628329672364,ERICKSON_RATIFICATION (1.00),ERICKSON_UTILIZATION_REFRAMING (0.01)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_REDEFINITION,0.00014335662607237146,ERICKSON_REFRAMING_AMNESIA (1.00),ERICKSON_ANECDOTE_UTILIZATION (0.06)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_REFRAME,0.00014270326549903722,ERICKSON_VISUAL_FIXATION_UTILIZATION (1.00),ERICKSON_CONFUSION_DISSOCIATION (0.20)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_REFRAMING,0.0001422067277898748,ERICKSON_SENSORY_FOCUS (1.00),ERICKSON_INDIRECT_INQUIRY (0.06)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_SHIFT,0.00014334979532404046,ERICKSON_TRUISM_UTILIZATION (1.00),ERICKSON_UTILIZATION_STRATEGY (0.06)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_SUGGESTION,0.00014270757475110722,ERICKSON_RATIFICATION_CERTAINTY (1.00),ERICKSON_PRESUPPOSITION_ANALYSIS (0.50)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_TRUISM,0.001546368676547988,ERICKSON_ANALOGY_BRIDGE (0.09); ERICKSON_CASUAL_INQUIRY (0.09); ERICKSON_INDIRECT_SUGGESTION (0.09),ERICKSON_AUTONOMY_DEFINITION (1.00); ERICKSON_CONFUSION_DISTRACTION (1.00)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_TRUISM_AND_UTILIZATION,0.0001428506921553991,ERICKSON_REFRAME_INDIVIDUALITY (1.00),ERICKSON_REALITY_TESTING (0.50)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_UTILIZATION,0.0005675904710060505,ERICKSON_GROUP_INDUCTION_FUTURE_PACING (0.25); ERICKSON_REORIENTATION (0.25); ERICKSON_STRATEGIC_AMBIGUITY (0.25),ERICKSON_REORIENTATION_SUGGESTION (0.50); ERICKSON_TAG_QUESTION_REFRAMING (0.50)
OBSERVATIONAL,ERICKSON_OBSERVATIONAL_WISDOM,0.00014212206601598777,ERICKSON_PERMISSIVE_SUGGESTION (1.00),ERICKSON_PRESUPPOSITION (0.02)
OBSERVATION,ERICKSON_OBSERVATION_AUTHORITY,0.00014140253166613988,ERICKSON_DIRECT_OBSERVATION (1.00),ERICKSON_PROVOCATIVE_TRUISM (1.00)
